Date,Country,Region,Total_Tickets,P1_Tickets,P2_Tickets,Open_Tickets,Closed_Tickets,Response_SLA_Breaches,Resolution_SLA_Breaches,Avg_Response_Time_Hrs,Avg_Resolution_Time_Hrs
2021-09-15,Singapore,APAC,18,1,2,7,11,5,7,5.94,58.82
2021-09-15,UK,EU,6,1,0,5,1,1,0,3.5,20.0
2021-09-16,Australia,APAC,17,1,1,12,5,6,4,6.53,72.4
2021-09-16,Germany,EU,12,1,2,7,5,3,6,5.25,91.67
2021-09-16,India,APAC,32,5,9,18,14,12,14,5.88,64.21
2021-09-16,Singapore,APAC,22,4,5,15,7,7,5,6.23,42.0
2021-09-16,UK,EU,2,0,0,2,0,1,0,8.5,
2021-09-17,Australia,APAC,12,1,2,7,5,4,3,5.75,44.0
2021-09-17,Germany,EU,8,0,1,5,3,1,1,5.62,23.5
2021-09-17,India,APAC,17,1,4,10,7,5,5,3.76,64.14
2021-09-17,Singapore,APAC,23,1,4,14,9,8,5,6.35,62.2
2021-09-17,UK,EU,9,1,2,6,3,4,3,5.11,59.0
2021-09-18,Australia,APAC,13,0,7,10,3,2,4,4.54,95.75
2021-09-18,Germany,EU,12,1,2,6,6,3,4,4.67,36.71
2021-09-18,India,APAC,24,1,0,12,12,6,13,5.5,58.47
2021-09-18,Singapore,APAC,15,2,2,11,4,4,3,6.8,59.0
2021-09-18,UK,EU,6,0,2,4,2,4,2,6.33,98.33
2021-09-19,Australia,APAC,14,0,5,8,6,3,4,5.0,49.33
2021-09-19,Germany,EU,25,1,6,20,5,6,2,5.52,33.67
2021-09-19,India,APAC,28,1,7,14,14,5,8,5.82,49.43
2021-09-19,Singapore,APAC,17,2,5,10,7,5,6,5.76,60.38
2021-09-19,UK,EU,9,0,1,6,3,1,3,4.56,61.0
2021-09-20,Australia,APAC,13,2,2,8,5,2,6,4.69,98.0
2021-09-20,Germany,EU,19,0,7,13,6,6,5,5.26,69.67
2021-09-20,India,APAC,19,2,1,13,6,5,4,4.84,55.0
2021-09-20,Singapore,APAC,15,1,4,10,5,3,4,4.2,70.17
2021-09-20,UK,EU,7,0,3,4,3,5,4,5.86,67.25
2021-09-21,Australia,APAC,15,1,3,9,6,3,4,4.87,47.33
2021-09-21,Germany,EU,21,2,7,15,6,7,3,4.95,44.71
2021-09-21,India,APAC,34,4,6,25,9,13,6,6.0,63.11
2021-09-21,Singapore,APAC,15,1,5,10,5,5,4,5.87,69.0
2021-09-21,UK,EU,9,1,4,6,3,5,2,5.78,72.67
2021-09-22,Australia,APAC,13,0,5,6,7,2,5,4.69,32.86
2021-09-22,Germany,EU,15,1,3,12,3,4,2,5.67,69.0
2021-09-22,India,APAC,30,3,6,20,10,11,12,5.9,71.57
2021-09-22,Singapore,APAC,16,1,2,9,7,4,7,5.44,66.44
2021-09-22,UK,EU,4,0,0,2,2,3,2,8.25,65.5
2021-09-23,Australia,APAC,14,3,4,10,4,6,4,5.79,64.6
2021-09-23,Germany,EU,18,1,4,10,8,2,5,4.22,55.88
2021-09-23,India,APAC,26,2,5,12,14,5,12,4.85,70.07
2021-09-23,Singapore,APAC,12,1,3,6,6,4,5,4.58,80.83
2021-09-23,UK,EU,9,0,2,5,4,2,3,4.89,64.25
2021-09-24,Australia,APAC,16,1,2,7,9,3,6,4.19,61.5
2021-09-24,Germany,EU,20,0,9,11,9,7,8,5.4,58.6
2021-09-24,India,APAC,29,0,8,16,13,5,13,5.03,66.8
2021-09-24,Singapore,APAC,21,0,8,15,6,4,6,4.14,64.62
2021-09-24,UK,EU,7,0,0,4,3,1,3,6.57,99.67
2021-09-25,Australia,APAC,23,2,3,12,11,9,7,6.91,50.33
2021-09-25,Germany,EU,18,3,4,11,7,7,9,6.56,63.6
2021-09-25,India,APAC,19,3,5,9,10,7,9,5.63,66.91
2021-09-25,Singapore,APAC,13,2,4,6,7,4,7,4.15,59.62
2021-09-25,UK,EU,9,0,1,8,1,2,1,5.67,77.0
2021-09-26,Australia,APAC,20,1,8,15,5,7,4,5.6,68.83
2021-09-26,Germany,EU,23,2,5,11,12,4,11,5.35,81.83
2021-09-26,India,APAC,29,3,6,15,14,8,10,5.55,41.06
2021-09-26,Singapore,APAC,19,1,1,12,7,3,6,5.47,66.25
2021-09-26,UK,EU,10,0,4,5,5,3,4,5.0,85.4
2021-09-27,Australia,APAC,22,3,6,9,13,9,11,6.5,70.92
2021-09-27,Germany,EU,16,2,5,6,10,4,8,4.81,44.45
2021-09-27,India,APAC,30,1,9,21,9,11,8,6.2,65.1
2021-09-27,Singapore,APAC,14,1,4,9,5,6,5,6.36,77.2
2021-09-27,UK,EU,7,0,2,2,5,1,3,6.14,43.67
2021-09-28,Australia,APAC,15,1,4,7,8,5,8,6.73,63.7
2021-09-28,Germany,EU,22,4,1,8,14,8,11,6.0,61.06
2021-09-28,India,APAC,22,3,5,14,8,11,8,6.41,55.67
2021-09-28,Singapore,APAC,18,1,4,13,5,3,4,4.33,50.5
2021-09-28,UK,EU,12,1,0,10,2,2,1,4.0,19.33
2021-09-29,Australia,APAC,16,1,3,9,7,4,6,5.12,73.75
2021-09-29,Germany,EU,18,1,5,10,8,6,9,6.28,59.11
2021-09-29,India,APAC,25,2,5,16,9,7,8,5.56,51.11
2021-09-29,Singapore,APAC,17,1,1,7,10,2,7,4.29,68.4
2021-09-29,UK,EU,10,0,4,5,5,0,5,3.5,97.2
2021-09-30,Australia,APAC,13,3,2,6,7,4,8,4.23,76.0
2021-09-30,Germany,EU,22,0,5,11,11,4,9,5.77,62.82
2021-09-30,India,APAC,24,0,9,17,7,12,8,5.42,83.11
2021-09-30,Singapore,APAC,27,3,8,18,9,9,7,5.85,80.7
2021-09-30,UK,EU,7,0,0,3,4,2,4,5.14,62.75
2021-10-01,Australia,APAC,19,3,2,15,4,9,4,5.79,49.6
2021-10-01,Germany,EU,21,1,5,14,7,5,8,5.33,63.9
2021-10-01,India,APAC,24,0,4,15,9,5,7,5.54,63.22
2021-10-01,Singapore,APAC,25,1,4,16,9,7,6,6.32,62.0
2021-10-01,UK,EU,12,0,3,8,4,3,4,5.33,99.25
2021-10-02,Australia,APAC,19,3,6,11,8,6,5,5.63,53.62
2021-10-02,Germany,EU,17,0,6,11,6,5,6,5.29,74.29
2021-10-02,India,APAC,26,2,7,12,14,11,13,5.62,47.47
2021-10-02,Singapore,APAC,17,2,4,11,6,7,6,5.53,73.0
2021-10-02,UK,EU,5,0,0,4,1,1,1,5.6,32.0
2021-10-03,Australia,APAC,18,2,4,10,8,3,4,5.5,44.2
2021-10-03,Germany,EU,14,1,4,9,5,4,5,4.64,68.29
2021-10-03,India,APAC,28,3,5,17,11,7,8,5.54,58.23
2021-10-03,Singapore,APAC,15,0,1,13,2,3,1,5.6,40.0
2021-10-03,UK,EU,8,0,3,3,5,1,5,3.62,46.17
2021-10-04,Australia,APAC,17,4,3,9,8,6,6,4.0,66.11
2021-10-04,Germany,EU,19,2,4,9,10,9,10,6.37,56.17
2021-10-04,India,APAC,23,3,8,17,6,8,4,5.39,49.0
2021-10-04,Singapore,APAC,23,1,11,12,11,10,9,5.96,65.08
2021-10-04,UK,EU,5,1,2,3,2,3,2,6.8,89.5
2021-10-05,Australia,APAC,14,2,4,13,1,7,1,6.36,39.0
2021-10-05,Germany,EU,18,1,2,9,9,1,8,3.5,72.9
2021-10-05,India,APAC,34,4,6,20,14,11,9,5.56,43.88
2021-10-05,Singapore,APAC,6,0,4,5,1,4,1,6.5,71.0
2021-10-05,UK,EU,5,1,0,4,1,2,1,7.0,63.0
2021-10-06,Australia,APAC,17,1,1,12,5,5,3,5.47,57.0
2021-10-06,Germany,EU,22,5,4,15,7,9,5,6.77,37.12
2021-10-06,India,APAC,30,3,5,14,16,8,13,4.93,69.29
2021-10-06,Singapore,APAC,10,1,2,8,2,3,3,5.1,85.25
2021-10-06,UK,EU,6,0,2,3,3,2,3,8.67,77.33
2021-10-07,Australia,APAC,13,0,2,5,8,4,4,6.62,47.0
2021-10-07,Germany,EU,11,0,1,4,7,4,4,7.36,48.14
2021-10-07,India,APAC,39,2,8,17,22,6,18,5.23,60.09
2021-10-07,Singapore,APAC,22,1,5,11,11,3,8,4.68,68.42
2021-10-07,UK,EU,8,1,0,6,2,3,1,7.5,35.5
2021-10-08,Australia,APAC,14,1,5,6,8,6,6,8.43,80.12
2021-10-08,Germany,EU,30,2,10,20,10,12,7,5.67,42.45
2021-10-08,India,APAC,34,4,10,14,20,14,12,6.21,53.4
2021-10-08,Singapore,APAC,20,3,3,13,7,7,4,5.75,45.0
2021-10-08,UK,EU,11,0,2,7,4,1,3,4.27,63.0
2021-10-09,Australia,APAC,12,0,2,9,3,5,2,6.67,75.0
2021-10-09,Germany,EU,19,2,5,13,6,2,5,4.37,60.67
2021-10-09,India,APAC,27,1,8,12,15,9,13,5.59,66.88
2021-10-09,Singapore,APAC,13,0,5,9,4,3,4,4.31,103.25
2021-10-09,UK,EU,3,1,1,0,3,1,2,3.0,66.0
2021-10-10,Australia,APAC,17,3,4,10,7,8,7,5.94,71.75
2021-10-10,Germany,EU,16,3,2,11,5,5,6,5.62,94.33
2021-10-10,India,APAC,26,1,5,15,11,7,6,6.15,52.17
2021-10-10,Singapore,APAC,27,2,4,17,10,8,7,4.7,56.17
2021-10-10,UK,EU,10,1,3,8,2,3,2,4.7,68.0
2021-10-11,Australia,APAC,16,1,3,12,4,5,5,6.31,62.5
2021-10-11,Germany,EU,14,1,3,11,3,6,2,6.93,46.75
2021-10-11,India,APAC,21,0,6,12,9,8,5,6.1,51.44
2021-10-11,Singapore,APAC,18,0,2,10,8,4,3,6.17,46.38
2021-10-11,UK,EU,6,0,2,2,4,1,3,4.67,44.5
2021-10-12,Australia,APAC,26,3,4,18,8,7,6,5.12,47.89
2021-10-12,Germany,EU,23,1,5,16,7,13,8,7.0,76.7
2021-10-12,India,APAC,29,1,3,15,14,6,12,4.55,66.6
2021-10-12,Singapore,APAC,17,2,3,11,6,6,3,6.24,40.83
2021-10-12,UK,EU,7,0,1,3,4,0,4,3.57,82.25
2021-10-13,Australia,APAC,16,1,7,11,5,7,5,5.62,61.2
2021-10-13,Germany,EU,18,1,5,12,6,6,4,5.17,29.62
2021-10-13,India,APAC,34,0,7,20,14,11,12,5.94,64.87
2021-10-13,Singapore,APAC,18,2,4,8,10,6,7,5.67,51.6
2021-10-13,UK,EU,7,2,1,3,4,2,4,4.57,65.2
2021-10-14,Australia,APAC,14,0,3,8,6,4,3,5.36,37.12
2021-10-14,Germany,EU,23,1,1,16,7,4,7,5.17,56.4
2021-10-14,India,APAC,24,1,5,13,11,5,8,5.88,58.91
2021-10-14,Singapore,APAC,10,0,4,7,3,3,1,6.7,21.33
2021-10-14,UK,EU,4,1,1,0,4,2,3,5.0,35.0
2021-10-15,Australia,APAC,12,1,1,10,2,4,0,6.67,42.67
2021-10-15,Germany,EU,17,1,5,12,5,3,2,4.59,50.8
2021-10-15,India,APAC,24,2,5,13,11,6,8,4.75,63.09
2021-10-15,Singapore,APAC,18,2,3,6,12,5,9,5.94,63.58
2021-10-15,UK,EU,9,2,1,3,6,3,6,5.33,63.86
2021-10-16,Australia,APAC,20,1,5,14,6,4,6,5.25,60.75
2021-10-16,Germany,EU,20,0,4,13,7,6,5,6.4,41.9
2021-10-16,India,APAC,33,4,6,20,13,15,8,6.27,59.23
2021-10-16,Singapore,APAC,21,2,3,9,12,6,5,5.62,33.31
2021-10-16,UK,EU,6,2,0,3,3,1,3,3.33,63.33
2021-10-17,Australia,APAC,17,2,3,9,8,4,6,5.0,79.0
2021-10-17,Germany,EU,23,2,4,13,10,6,11,5.87,69.67
2021-10-17,India,APAC,36,1,9,21,15,7,12,5.06,56.56
2021-10-17,Singapore,APAC,24,4,3,12,12,8,8,6.46,72.31
2021-10-17,UK,EU,10,0,1,5,5,2,5,5.5,74.0
2021-10-18,Australia,APAC,20,2,3,7,13,5,7,4.85,47.43
2021-10-18,Germany,EU,14,2,1,11,3,4,4,5.5,71.75
2021-10-18,India,APAC,19,1,4,13,6,6,5,6.84,58.29
2021-10-18,Singapore,APAC,16,1,2,9,7,2,4,5.31,58.86
2021-10-18,UK,EU,4,1,0,2,2,1,1,1.75,50.0
2021-10-19,Australia,APAC,17,0,5,11,6,8,5,6.0,51.71
2021-10-19,Germany,EU,13,1,4,5,8,3,8,5.15,78.22
2021-10-19,India,APAC,23,2,5,13,10,9,7,6.09,60.5
2021-10-19,Singapore,APAC,18,0,2,11,7,3,5,4.67,61.43
2021-10-19,UK,EU,10,0,4,5,5,4,3,5.9,53.0
2021-10-20,Australia,APAC,15,1,2,14,1,6,0,6.87,35.0
2021-10-20,Germany,EU,21,2,4,11,10,9,8,6.29,74.36
2021-10-20,India,APAC,37,2,11,22,15,10,11,4.78,40.12
2021-10-20,Singapore,APAC,9,0,1,3,6,1,5,2.22,61.33
2021-10-20,UK,EU,13,1,3,7,6,4,7,5.77,68.0
2021-10-21,Australia,APAC,14,2,5,5,9,5,6,5.79,59.22
2021-10-21,Germany,EU,26,3,8,16,10,8,9,4.42,48.91
2021-10-21,India,APAC,33,3,5,17,16,8,15,5.0,68.61
2021-10-21,Singapore,APAC,16,2,3,10,6,5,7,5.75,63.0
2021-10-21,UK,EU,6,0,1,3,3,1,3,8.0,72.5
2021-10-22,Australia,APAC,5,1,1,4,1,1,1,3.8,115.0
2021-10-22,Germany,EU,26,4,6,14,12,11,11,5.12,47.07
2021-10-22,India,APAC,24,1,6,16,8,10,8,5.33,64.22
2021-10-22,Singapore,APAC,17,2,8,10,7,8,6,5.65,66.57
2021-10-22,UK,EU,10,0,5,5,5,3,3,4.5,42.4
2021-10-23,Australia,APAC,18,2,0,10,8,3,6,4.44,54.88
2021-10-23,Germany,EU,19,2,6,8,11,5,10,5.68,58.0
2021-10-23,India,APAC,37,4,8,23,14,10,14,5.35,66.24
2021-10-23,Singapore,APAC,22,4,5,15,7,9,5,5.91,57.88
2021-10-23,UK,EU,14,2,0,10,4,4,2,6.21,47.6
2021-10-24,Australia,APAC,13,2,0,8,5,3,5,6.0,57.83
2021-10-24,Germany,EU,10,1,3,7,3,2,4,5.0,75.5
2021-10-24,India,APAC,29,2,9,16,13,8,11,4.59,48.0
2021-10-24,Singapore,APAC,20,2,5,7,13,4,11,4.3,71.85
2021-10-24,UK,EU,6,0,2,5,1,0,0,1.5,72.0
2021-10-25,Australia,APAC,15,0,3,7,8,5,6,6.73,56.44
2021-10-25,Germany,EU,15,2,3,13,2,5,1,6.0,21.0
2021-10-25,India,APAC,24,1,7,15,9,9,7,4.46,57.0
2021-10-25,Singapore,APAC,17,0,4,10,7,5,7,3.76,60.25
2021-10-25,UK,EU,8,1,1,5,3,2,2,5.62,53.5
2021-10-26,Australia,APAC,13,1,3,8,5,5,3,5.38,42.8
2021-10-26,Germany,EU,26,2,4,16,10,7,9,6.19,64.55
2021-10-26,India,APAC,25,1,8,15,10,6,11,6.08,62.91
2021-10-26,Singapore,APAC,18,3,4,12,6,5,6,5.67,63.11
2021-10-26,UK,EU,14,1,2,9,5,4,4,7.64,70.4
2021-10-27,Australia,APAC,25,1,5,16,9,6,7,5.16,68.3
2021-10-27,Germany,EU,22,3,5,15,7,9,7,6.73,72.0
2021-10-27,India,APAC,24,0,7,17,7,8,4,5.83,57.86
2021-10-27,Singapore,APAC,25,2,2,14,11,7,8,6.0,57.27
2021-10-27,UK,EU,3,0,2,2,1,1,0,2.0,22.0
2021-10-28,Australia,APAC,16,2,6,10,6,6,4,5.94,37.57
2021-10-28,Germany,EU,28,4,4,21,7,4,6,5.39,88.0
2021-10-28,India,APAC,30,1,5,15,15,11,11,5.97,69.6
2021-10-28,Singapore,APAC,19,0,5,9,10,6,9,6.53,67.36
2021-10-28,UK,EU,7,2,2,6,1,4,0,6.57,33.0
2021-10-29,Australia,APAC,18,1,4,12,6,7,7,6.61,86.5
2021-10-29,Germany,EU,20,0,6,8,12,8,8,6.3,49.83
2021-10-29,India,APAC,21,2,9,11,10,12,10,6.48,64.0
2021-10-29,Singapore,APAC,16,0,3,11,5,4,4,4.0,65.0
2021-10-29,UK,EU,5,2,2,1,4,3,1,7.0,9.75
2021-10-30,Australia,APAC,25,3,6,15,10,10,8,6.68,75.5
2021-10-30,Germany,EU,20,4,5,12,8,7,10,6.05,65.0
2021-10-30,India,APAC,41,0,14,20,21,12,16,6.15,53.22
2021-10-30,Singapore,APAC,19,2,2,12,7,4,4,5.05,36.25
2021-10-30,UK,EU,6,0,1,6,0,0,0,2.67,
2021-10-31,Australia,APAC,20,0,9,10,10,7,8,5.7,68.9
2021-10-31,Germany,EU,24,2,6,17,7,11,9,7.08,68.22
2021-10-31,India,APAC,33,2,8,22,11,12,10,5.42,42.23
2021-10-31,Singapore,APAC,30,3,7,18,12,8,7,4.9,56.14
2021-10-31,UK,EU,7,2,1,3,4,3,1,6.0,33.5
2021-11-01,Australia,APAC,23,3,1,15,8,6,8,4.96,71.12
2021-11-01,Germany,EU,18,0,6,8,10,8,10,6.61,63.36
2021-11-01,India,APAC,35,3,6,20,15,15,15,7.03,68.05
2021-11-01,Singapore,APAC,22,3,7,16,6,10,7,5.59,69.75
2021-11-01,UK,EU,8,1,1,5,3,4,3,6.75,67.0
2021-11-02,Australia,APAC,10,1,2,5,5,2,2,5.3,45.0
2021-11-02,Germany,EU,21,2,4,10,11,7,9,5.67,69.33
2021-11-02,India,APAC,29,1,5,19,10,7,7,5.17,56.0
2021-11-02,Singapore,APAC,28,2,8,16,12,5,10,4.89,73.92
2021-11-02,UK,EU,7,1,2,4,3,2,4,5.43,87.5
2021-11-03,Australia,APAC,12,0,2,4,8,5,1,5.83,25.75
2021-11-03,Germany,EU,19,1,6,9,10,8,10,6.11,57.0
2021-11-03,India,APAC,30,5,8,22,8,10,9,6.03,74.55
2021-11-03,Singapore,APAC,16,2,5,10,6,8,6,6.75,70.71
2021-11-03,UK,EU,8,1,4,8,0,2,1,3.0,60.0
2021-11-04,Australia,APAC,16,1,3,12,4,8,3,7.0,32.8
2021-11-04,Germany,EU,19,3,6,15,4,11,3,6.95,52.4
2021-11-04,India,APAC,20,1,6,14,6,6,7,5.6,61.78
2021-11-04,Singapore,APAC,17,2,2,11,6,6,5,5.29,57.0
2021-11-04,UK,EU,8,0,2,5,3,1,1,3.5,8.33
2021-11-05,Australia,APAC,17,1,3,10,7,4,5,7.0,46.88
2021-11-05,Germany,EU,18,0,5,10,8,1,8,5.0,61.11
2021-11-05,India,APAC,27,0,6,13,14,4,9,3.3,64.0
2021-11-05,Singapore,APAC,12,2,2,7,5,5,4,6.08,51.86
2021-11-05,UK,EU,8,0,0,3,5,1,3,5.75,65.6
2021-11-06,Australia,APAC,18,2,3,9,9,9,6,6.28,52.6
2021-11-06,Germany,EU,15,0,3,11,4,5,3,5.93,81.75
2021-11-06,India,APAC,30,0,7,14,16,9,12,4.83,64.32
2021-11-06,Singapore,APAC,19,0,6,12,7,8,7,5.68,80.71
2021-11-06,UK,EU,4,0,2,1,3,0,3,2.25,94.0
2021-11-07,Australia,APAC,13,1,4,9,4,5,4,6.0,81.5
2021-11-07,Germany,EU,17,0,1,12,5,4,6,4.76,77.14
2021-11-07,India,APAC,19,1,10,10,9,9,5,5.21,63.44
2021-11-07,Singapore,APAC,32,2,5,20,12,7,9,4.31,54.21
2021-11-07,UK,EU,9,1,4,4,5,3,5,6.22,61.67
2021-11-08,Australia,APAC,12,2,2,8,4,6,2,6.08,45.4
2021-11-08,Germany,EU,28,2,5,18,10,8,8,5.14,71.3
2021-11-08,India,APAC,27,3,4,14,13,8,10,5.63,63.8
2021-11-08,Singapore,APAC,16,1,4,10,6,7,5,7.44,60.12
2021-11-08,UK,EU,7,2,0,3,4,2,3,7.14,72.0
2021-11-09,Australia,APAC,18,2,4,15,3,4,3,5.44,62.5
2021-11-09,Germany,EU,18,1,2,10,8,2,3,6.0,45.38
2021-11-09,India,APAC,28,1,5,15,13,8,10,5.21,63.62
2021-11-09,Singapore,APAC,28,1,7,23,5,14,6,7.18,76.0
2021-11-09,UK,EU,4,0,0,2,2,2,2,5.25,72.0
2021-11-10,Australia,APAC,23,0,6,10,13,7,10,5.39,62.38
2021-11-10,Germany,EU,26,1,5,17,9,4,11,6.04,83.64
2021-11-10,India,APAC,43,1,13,27,16,11,14,4.86,70.35
2021-11-10,Singapore,APAC,22,1,9,16,6,11,4,5.59,51.57
2021-11-10,UK,EU,9,2,2,5,4,3,4,5.33,82.75
2021-11-11,Australia,APAC,10,0,2,6,4,2,4,4.8,64.4
2021-11-11,Germany,EU,25,1,2,15,10,4,5,4.92,58.8
2021-11-11,India,APAC,36,1,6,23,13,11,11,5.97,65.29
2021-11-11,Singapore,APAC,11,0,3,9,2,1,2,4.09,72.33
2021-11-11,UK,EU,6,0,0,4,2,2,2,8.5,43.67
2021-11-12,Australia,APAC,20,1,3,8,12,7,10,6.45,67.0
2021-11-12,Germany,EU,15,2,3,12,3,5,3,4.6,50.0
2021-11-12,India,APAC,22,0,5,12,10,5,8,5.32,70.9
2021-11-12,Singapore,APAC,14,2,4,8,6,8,6,6.36,83.0
2021-11-12,UK,EU,9,0,1,6,3,3,1,6.67,24.5
2021-11-13,Australia,APAC,17,1,3,11,6,5,4,4.59,39.57
2021-11-13,Germany,EU,19,2,6,9,10,9,6,5.58,51.4
2021-11-13,India,APAC,24,1,7,18,6,6,7,5.58,72.78
2021-11-13,Singapore,APAC,18,1,7,14,4,8,4,5.83,67.75
2021-11-13,UK,EU,6,0,0,3,3,1,0,5.0,31.67
2021-11-14,Australia,APAC,13,1,5,9,4,7,3,5.31,52.25
2021-11-14,Germany,EU,19,1,2,13,6,3,6,6.47,80.33
2021-11-14,India,APAC,30,1,5,22,8,10,7,6.47,86.75
2021-11-14,Singapore,APAC,16,0,5,11,5,4,4,5.81,54.2
2021-11-14,UK,EU,15,0,3,8,7,6,5,4.47,53.75
2021-11-15,Australia,APAC,11,0,4,6,5,6,4,6.73,42.0
2021-11-15,Germany,EU,17,1,6,13,4,7,3,6.47,42.75
2021-11-15,India,APAC,22,1,8,14,8,7,9,6.27,66.27
2021-11-15,Singapore,APAC,15,1,7,8,7,5,7,5.2,73.38
2021-11-15,UK,EU,12,1,5,8,4,6,4,6.92,75.5
2021-11-16,Australia,APAC,16,0,5,12,4,3,1,5.12,36.4
2021-11-16,Germany,EU,18,0,2,9,9,5,6,5.44,62.67
2021-11-16,India,APAC,28,3,6,16,12,9,8,6.39,42.08
2021-11-16,Singapore,APAC,24,2,5,18,6,3,8,4.67,66.0
2021-11-16,UK,EU,8,0,2,6,2,2,1,4.88,38.5
2021-11-17,Australia,APAC,20,4,4,11,9,11,7,6.25,68.5
2021-11-17,Germany,EU,30,2,7,20,10,6,8,5.43,56.55
2021-11-17,India,APAC,36,4,6,21,15,10,10,6.06,60.22
2021-11-17,Singapore,APAC,17,1,4,10,7,4,9,5.18,79.67
2021-11-17,UK,EU,5,0,2,1,4,2,4,7.6,55.75
2021-11-18,Australia,APAC,21,2,5,17,4,6,6,3.86,84.33
2021-11-18,Germany,EU,17,1,3,13,4,5,4,5.41,55.0
2021-11-18,India,APAC,29,1,8,16,13,8,14,5.24,60.0
2021-11-18,Singapore,APAC,18,2,4,8,10,4,8,4.11,64.3
2021-11-18,UK,EU,4,1,0,2,2,2,2,4.75,75.0
2021-11-19,Australia,APAC,21,5,1,17,4,9,3,7.1,41.75
2021-11-19,Germany,EU,18,1,6,15,3,5,3,4.44,70.25
2021-11-19,India,APAC,34,2,6,22,12,10,10,5.71,65.43
2021-11-19,Singapore,APAC,25,2,5,16,9,9,6,7.0,65.3
2021-11-19,UK,EU,10,0,4,5,5,2,3,4.4,52.2
2021-11-20,Australia,APAC,17,1,4,10,7,6,3,5.06,51.29
2021-11-20,Germany,EU,28,3,4,14,14,6,11,4.32,63.86
2021-11-20,India,APAC,24,2,1,14,10,4,8,6.25,73.3
2021-11-20,Singapore,APAC,19,1,4,13,6,6,3,6.0,47.0
2021-11-20,UK,EU,8,1,2,4,4,2,4,3.75,102.0
2021-11-21,Australia,APAC,22,1,5,12,10,8,8,6.27,56.82
2021-11-21,Germany,EU,18,0,5,12,6,7,5,5.94,65.86
2021-11-21,India,APAC,30,3,4,23,7,11,8,6.4,65.6
2021-11-21,Singapore,APAC,21,2,6,11,10,7,10,5.67,67.09
2021-11-21,UK,EU,5,0,2,2,3,3,1,6.4,30.33
2021-11-22,Australia,APAC,14,1,2,8,6,4,4,5.71,73.5
2021-11-22,Germany,EU,32,4,10,22,10,12,11,5.06,64.38
2021-11-22,India,APAC,29,2,7,16,13,14,12,6.17,65.93
2021-11-22,Singapore,APAC,18,3,1,11,7,5,4,5.61,40.88
2021-11-22,UK,EU,8,1,1,3,5,3,3,5.88,49.6
2021-11-23,Australia,APAC,18,1,2,15,3,5,4,5.17,42.25
2021-11-23,Germany,EU,23,2,4,14,9,10,7,5.91,50.33
2021-11-23,India,APAC,34,2,10,22,12,12,8,5.97,67.67
2021-11-23,Singapore,APAC,17,1,6,10,7,9,6,6.29,59.29
2021-11-23,UK,EU,10,0,4,7,3,4,6,6.3,75.57
2021-11-24,Australia,APAC,13,1,6,7,6,4,6,5.31,51.88
2021-11-24,Germany,EU,23,0,3,12,11,1,11,4.43,71.75
2021-11-24,India,APAC,27,0,8,18,9,3,8,4.52,65.0
2021-11-24,Singapore,APAC,12,0,5,6,6,6,6,5.92,64.57
2021-11-24,UK,EU,9,0,4,6,3,4,3,7.0,85.33
2021-11-25,Australia,APAC,12,1,2,6,6,4,2,6.25,34.86
2021-11-25,Germany,EU,25,3,4,16,9,10,8,5.64,66.4
2021-11-25,India,APAC,18,1,4,12,6,6,5,6.11,73.5
2021-11-25,Singapore,APAC,21,3,3,12,9,8,9,6.48,72.7
2021-11-25,UK,EU,11,0,2,6,5,3,4,5.73,63.4
2021-11-26,Australia,APAC,20,4,2,7,13,7,10,5.15,60.38
2021-11-26,Germany,EU,16,1,7,7,9,7,9,5.25,50.67
2021-11-26,India,APAC,29,1,7,15,14,7,14,5.69,73.87
2021-11-26,Singapore,APAC,23,3,4,17,6,7,6,5.78,60.78
2021-11-26,UK,EU,7,1,4,4,3,2,1,4.57,33.67
2021-11-27,Australia,APAC,13,0,5,8,5,5,4,5.0,63.2
2021-11-27,Germany,EU,26,6,1,15,11,9,11,5.73,75.73
2021-11-27,India,APAC,28,7,4,16,12,11,11,6.32,78.62
2021-11-27,Singapore,APAC,15,3,4,12,3,5,2,5.6,55.0
2021-11-27,UK,EU,9,1,2,6,3,2,3,3.44,66.2
2021-11-28,Australia,APAC,19,0,3,11,8,3,6,4.95,64.2
2021-11-28,Germany,EU,32,2,6,22,10,8,9,5.0,64.8
2021-11-28,India,APAC,22,2,3,10,12,8,10,6.05,45.92
2021-11-28,Singapore,APAC,26,6,5,20,6,8,6,5.12,55.44
2021-11-28,UK,EU,14,1,4,10,4,6,3,7.0,58.5
2021-11-29,Australia,APAC,15,1,1,10,5,2,4,4.67,81.0
2021-11-29,Germany,EU,26,1,8,18,8,9,6,5.31,47.55
2021-11-29,India,APAC,33,3,10,26,7,9,6,6.12,70.22
2021-11-29,Singapore,APAC,20,0,5,9,11,6,8,5.4,55.08
2021-11-29,UK,EU,4,0,0,3,1,0,0,5.5,59.0
2021-11-30,Australia,APAC,9,0,2,2,7,1,3,3.0,46.86
2021-11-30,Germany,EU,19,2,5,10,9,10,9,6.74,57.09
2021-11-30,India,APAC,28,2,3,15,13,6,5,5.25,41.15
2021-11-30,Singapore,APAC,13,3,1,10,3,3,2,5.38,23.67
2021-11-30,UK,EU,8,0,2,5,3,7,2,8.88,37.67
2021-12-01,Australia,APAC,14,4,1,8,6,6,6,6.29,65.83
