Activity_ID,Ticket_Number,Activity_Timestamp,Activity_Type,Owner_Group,Reassignment_Flag
ACT000000809,PRB0000011763,2021-02-10 18:00:00,Assigned to Support,L3 Support,No
ACT000000810,PRB0000011763,2021-02-11 03:00:00,Resolved,L3 Support,No
ACT000000811,PRB0000011763,2021-02-11 19:00:00,Work In Progress,L2 Support,No
ACT000000812,INC0000011875,2021-02-08 23:00:00,Reopened,Network Team,No
ACT000000813,INC0000011875,2021-02-09 22:00:00,Assigned to Support,L3 Support,No
ACT000000814,INC0000011901,2021-02-21 06:00:00,Work In Progress,Network Team,Yes
ACT000000815,INC0000011901,2021-02-22 00:00:00,Work In Progress,Network Team,No
ACT000000816,CHG0000011912,2021-02-17 09:00:00,Assigned to Support,App Team,No
ACT000000817,CHG0000011912,2021-02-18 06:00:00,Waiting for Vendor,L1 Support,Yes
ACT000000818,CHG0000011912,2021-02-19 04:00:00,Resolved,L1 Support,No
ACT000000819,CHG0000011912,2021-02-19 09:00:00,Waiting for User,L1 Support,No
ACT000000820,PRB0000012116,2021-02-18 17:00:00,Reopened,Network Team,No
ACT000000821,PRB0000012116,2021-02-19 15:00:00,Waiting for User,L2 Support,No
ACT000000822,PRB0000012116,2021-02-19 21:00:00,Work In Progress,Vendor,No
ACT000000823,PRB0000012300,2021-02-01 20:00:00,Reopened,L3 Support,No
ACT000000824,PRB0000012300,2021-02-02 00:00:00,Waiting for User,App Team,No
ACT000000825,PRB0000012300,2021-02-02 14:00:00,Waiting for User,L1 Support,No
ACT000000826,PRB0000012300,2021-02-02 15:00:00,Waiting for User,App Team,No
ACT000000827,PRB0000012330,2021-02-18 09:00:00,Work In Progress,Vendor,No
ACT000000828,PRB0000012330,2021-02-18 21:00:00,Ticket Created,App Team,No
ACT000000829,PRB0000012330,2021-02-19 17:00:00,Waiting for Vendor,L1 Support,No
ACT000000830,INC0000012385,2021-03-01 04:00:00,Work In Progress,L1 Support,No
ACT000000831,INC0000012385,2021-03-01 05:00:00,Resolved,Vendor,No
ACT000000832,INC0000012385,2021-03-01 21:00:00,Ticket Created,Vendor,No
ACT000000833,PRB0000012471,2021-02-12 10:00:00,Ticket Created,Network Team,No
ACT000000834,PRB0000012471,2021-02-13 09:00:00,Ticket Created,Network Team,No
ACT000000835,PRB0000012471,2021-02-14 06:00:00,Waiting for Vendor,L1 Support,No
ACT000000836,PRB0000012471,2021-02-14 07:00:00,Work In Progress,App Team,No
ACT000000837,PRB0000012471,2021-02-14 19:00:00,Work In Progress,L2 Support,No
ACT000000838,INC0000012475,2021-02-05 15:00:00,Waiting for User,L1 Support,No
ACT000000839,INC0000012475,2021-02-06 11:00:00,Work In Progress,L1 Support,No
ACT000000840,PRB0000012487,2021-02-06 04:00:00,Assigned to Support,App Team,No
ACT000000841,PRB0000012487,2021-02-07 03:00:00,Resolved,Network Team,No
ACT000000842,PRB0000012487,2021-02-07 13:00:00,Waiting for Vendor,L3 Support,No
ACT000000843,PRB0000012487,2021-02-08 00:00:00,Ticket Created,App Team,No
ACT000000844,PRB0000012487,2021-02-08 23:00:00,Ticket Created,Vendor,Yes
ACT000000845,INC0000012568,2021-02-06 17:00:00,Reopened,L3 Support,No
ACT000000846,INC0000012568,2021-02-07 11:00:00,Waiting for Vendor,App Team,Yes
ACT000000847,INC0000012568,2021-02-07 20:00:00,Waiting for User,L3 Support,No
ACT000000848,INC0000012568,2021-02-08 01:00:00,Work In Progress,L2 Support,No
ACT000000849,INC0000012589,2021-02-28 04:00:00,Waiting for User,L1 Support,No
ACT000000850,INC0000012589,2021-02-28 05:00:00,Ticket Created,L3 Support,No
ACT000000851,INC0000012589,2021-02-28 22:00:00,Waiting for Vendor,Network Team,No
ACT000000852,PRB0000012617,2021-02-12 02:00:00,Waiting for User,Vendor,No
ACT000000853,PRB0000012617,2021-02-12 06:00:00,Waiting for Vendor,L2 Support,No
ACT000000854,INC0000012656,2021-02-04 03:00:00,Work In Progress,Vendor,No
ACT000000855,INC0000012656,2021-02-04 18:00:00,Resolved,App Team,No
ACT000000856,REQ0000012741,2021-02-13 18:00:00,Work In Progress,L1 Support,No
ACT000000857,REQ0000012741,2021-02-13 22:00:00,Assigned to Support,L1 Support,No
ACT000000858,CHG0000012864,2021-02-03 01:00:00,Work In Progress,App Team,No
ACT000000859,CHG0000012864,2021-02-03 10:00:00,Assigned to Support,Network Team,No
ACT000000860,CHG0000012864,2021-02-04 04:00:00,Assigned to Support,App Team,No
ACT000000861,INC0000012881,2021-02-01 06:00:00,Work In Progress,L3 Support,No
ACT000000862,INC0000012881,2021-02-02 04:00:00,Work In Progress,App Team,No
ACT000000863,INC0000012881,2021-02-02 14:00:00,Work In Progress,Network Team,No
ACT000000864,INC0000012888,2021-02-15 12:00:00,Work In Progress,Network Team,No
ACT000000865,INC0000012888,2021-02-15 21:00:00,Ticket Created,Vendor,No
ACT000000866,INC0000012888,2021-02-16 06:00:00,Resolved,L3 Support,No
ACT000000867,INC0000012888,2021-02-17 02:00:00,Closed,Vendor,No
ACT000000868,INC0000012888,2021-02-17 17:00:00,Waiting for User,L3 Support,No
ACT000000869,INC0000012909,2021-02-13 10:00:00,Work In Progress,App Team,No
ACT000000870,INC0000012909,2021-02-13 17:00:00,Closed,L1 Support,No
ACT000000871,INC0000012909,2021-02-13 21:00:00,Ticket Created,L1 Support,No
ACT000000872,INC0000012909,2021-02-14 12:00:00,Ticket Created,L1 Support,No
ACT000000873,INC0000012909,2021-02-15 06:00:00,Work In Progress,L2 Support,No
ACT000000874,PRB0000012968,2021-02-17 17:00:00,Waiting for User,L3 Support,No
ACT000000875,PRB0000012968,2021-02-17 20:00:00,Work In Progress,Network Team,No
ACT000000876,PRB0000012968,2021-02-18 16:00:00,Resolved,Vendor,No
ACT000000877,PRB0000012968,2021-02-19 15:00:00,Work In Progress,L3 Support,No
ACT000000878,PRB0000012968,2021-02-19 17:00:00,Resolved,L1 Support,No
ACT000000879,INC0000013057,2021-02-09 14:00:00,Ticket Created,Vendor,No
ACT000000880,INC0000013057,2021-02-09 21:00:00,Work In Progress,L1 Support,No
ACT000000881,INC0000013057,2021-02-10 13:00:00,Ticket Created,Network Team,No
ACT000000882,INC0000013057,2021-02-11 04:00:00,Closed,L1 Support,No
ACT000000883,INC0000013058,2021-02-15 11:00:00,Closed,L2 Support,No
ACT000000884,INC0000013058,2021-02-16 08:00:00,Work In Progress,App Team,Yes
ACT000000885,INC0000013058,2021-02-16 11:00:00,Ticket Created,App Team,No
ACT000000886,REQ0000013131,2021-02-17 12:00:00,Waiting for Vendor,Vendor,No
ACT000000887,REQ0000013131,2021-02-17 16:00:00,Waiting for Vendor,App Team,Yes
ACT000000888,REQ0000013131,2021-02-18 14:00:00,Ticket Created,Network Team,No
ACT000000889,REQ0000013131,2021-02-19 03:00:00,Ticket Created,L3 Support,No
ACT000000890,REQ0000013131,2021-02-20 00:00:00,Reopened,App Team,No
ACT000000891,REQ0000013167,2021-02-07 08:00:00,Work In Progress,L1 Support,No
ACT000000892,REQ0000013167,2021-02-08 02:00:00,Ticket Created,Vendor,No
ACT000000893,REQ0000013167,2021-02-08 05:00:00,Waiting for Vendor,App Team,No
ACT000000894,REQ0000013167,2021-02-08 07:00:00,Work In Progress,L1 Support,No
ACT000000895,CHG0000013195,2021-02-09 13:00:00,Waiting for User,Network Team,No
ACT000000896,CHG0000013195,2021-02-10 02:00:00,Ticket Created,L1 Support,No
ACT000000897,CHG0000013195,2021-02-11 00:00:00,Work In Progress,Network Team,No
ACT000000898,PRB0000013294,2021-02-28 07:00:00,Assigned to Support,L2 Support,No
ACT000000899,PRB0000013294,2021-02-28 11:00:00,Work In Progress,L3 Support,No
ACT000000900,PRB0000013294,2021-03-01 05:00:00,Ticket Created,L3 Support,No
ACT000000901,CHG0000013298,2021-02-17 08:00:00,Assigned to Support,L1 Support,No
ACT000000902,CHG0000013298,2021-02-17 23:00:00,Work In Progress,L1 Support,No
ACT000000903,CHG0000013298,2021-02-18 22:00:00,Waiting for User,Vendor,No
ACT000000904,CHG0000013298,2021-02-19 17:00:00,Waiting for Vendor,Network Team,No
ACT000000905,CHG0000013298,2021-02-20 05:00:00,Waiting for User,L1 Support,No
ACT000000906,INC0000013349,2021-02-09 18:00:00,Waiting for User,Vendor,No
ACT000000907,INC0000013349,2021-02-10 16:00:00,Work In Progress,L1 Support,No
ACT000000908,INC0000013349,2021-02-11 15:00:00,Ticket Created,App Team,No
ACT000000909,INC0000013349,2021-02-12 12:00:00,Waiting for User,Network Team,Yes
ACT000000910,REQ0000013363,2021-02-05 09:00:00,Resolved,L1 Support,No
ACT000000911,REQ0000013363,2021-02-05 19:00:00,Ticket Created,L3 Support,No
ACT000000912,REQ0000013363,2021-02-06 08:00:00,Resolved,L3 Support,No
ACT000000913,REQ0000013363,2021-02-07 02:00:00,Work In Progress,L3 Support,No
ACT000000914,PRB0000013365,2021-02-09 10:00:00,Resolved,L2 Support,No
ACT000000915,PRB0000013365,2021-02-10 00:00:00,Work In Progress,Vendor,No
ACT000000916,PRB0000013365,2021-02-10 19:00:00,Waiting for User,App Team,Yes
ACT000000917,PRB0000013386,2021-02-20 18:00:00,Assigned to Support,App Team,No
ACT000000918,PRB0000013386,2021-02-21 03:00:00,Assigned to Support,Vendor,No
ACT000000919,PRB0000013386,2021-02-21 16:00:00,Ticket Created,L2 Support,No
ACT000000920,CHG0000013444,2021-02-14 03:00:00,Waiting for User,Vendor,No
ACT000000921,CHG0000013444,2021-02-15 00:00:00,Assigned to Support,L1 Support,No
ACT000000922,CHG0000013444,2021-02-15 13:00:00,Ticket Created,L2 Support,No
ACT000000923,REQ0000013458,2021-02-05 17:00:00,Resolved,L1 Support,No
ACT000000924,REQ0000013458,2021-02-06 00:00:00,Work In Progress,Vendor,No
ACT000000925,REQ0000013458,2021-02-06 22:00:00,Assigned to Support,Network Team,Yes
ACT000000926,REQ0000013516,2021-02-12 12:00:00,Waiting for User,Vendor,No
ACT000000927,REQ0000013516,2021-02-13 07:00:00,Ticket Created,L3 Support,Yes
ACT000000928,REQ0000013516,2021-02-13 19:00:00,Ticket Created,L3 Support,No
ACT000000929,REQ0000013516,2021-02-13 21:00:00,Ticket Created,L1 Support,No
ACT000000930,CHG0000013518,2021-02-11 01:00:00,Work In Progress,Vendor,No
ACT000000931,CHG0000013518,2021-02-11 23:00:00,Assigned to Support,L3 Support,No
ACT000000932,CHG0000013518,2021-02-12 16:00:00,Work In Progress,L1 Support,No
ACT000000933,REQ0000013544,2021-02-12 04:00:00,Waiting for Vendor,App Team,No
ACT000000934,REQ0000013544,2021-02-12 18:00:00,Ticket Created,Network Team,No
ACT000000935,REQ0000013544,2021-02-13 12:00:00,Resolved,App Team,No
ACT000000936,INC0000013631,2021-02-03 11:00:00,Assigned to Support,Vendor,No
ACT000000937,INC0000013631,2021-02-03 15:00:00,Work In Progress,L1 Support,No
ACT000000938,INC0000013631,2021-02-04 05:00:00,Ticket Created,Network Team,No
ACT000000939,PRB0000013632,2021-02-13 10:00:00,Assigned to Support,L2 Support,No
ACT000000940,PRB0000013632,2021-02-13 20:00:00,Assigned to Support,Network Team,No
ACT000000941,PRB0000013632,2021-02-14 10:00:00,Ticket Created,L2 Support,No
ACT000000942,CHG0000013640,2021-02-08 20:00:00,Work In Progress,L1 Support,No
ACT000000943,CHG0000013640,2021-02-09 09:00:00,Assigned to Support,L3 Support,No
ACT000000944,CHG0000013640,2021-02-09 17:00:00,Work In Progress,Network Team,No
ACT000000945,CHG0000013640,2021-02-10 13:00:00,Work In Progress,Network Team,No
ACT000000946,INC0000013679,2021-02-10 03:00:00,Waiting for Vendor,App Team,No
ACT000000947,INC0000013679,2021-02-10 19:00:00,Waiting for Vendor,L1 Support,No
ACT000000948,INC0000013679,2021-02-11 04:00:00,Reopened,L3 Support,No
ACT000000949,INC0000013679,2021-02-11 16:00:00,Work In Progress,L2 Support,No
ACT000000950,INC0000013679,2021-02-12 13:00:00,Work In Progress,Vendor,No
ACT000000951,INC0000013706,2021-02-22 01:00:00,Work In Progress,L2 Support,No
ACT000000952,INC0000013706,2021-02-22 04:00:00,Ticket Created,Network Team,No
ACT000000953,INC0000013706,2021-02-22 06:00:00,Resolved,L3 Support,No
ACT000000954,PRB0000013711,2021-02-21 20:00:00,Waiting for User,L2 Support,No
ACT000000955,PRB0000013711,2021-02-22 18:00:00,Waiting for User,L1 Support,No
ACT000000956,PRB0000013711,2021-02-22 21:00:00,Ticket Created,App Team,No
ACT000000957,PRB0000013711,2021-02-22 23:00:00,Ticket Created,L1 Support,No
ACT000000958,REQ0000013785,2021-02-27 13:00:00,Assigned to Support,L2 Support,No
ACT000000959,REQ0000013785,2021-02-27 20:00:00,Waiting for User,Vendor,No
ACT000000960,REQ0000013848,2021-02-08 03:00:00,Waiting for Vendor,Vendor,No
ACT000000961,REQ0000013848,2021-02-08 04:00:00,Assigned to Support,App Team,No
ACT000000962,REQ0000013848,2021-02-08 13:00:00,Ticket Created,Vendor,No
ACT000000963,REQ0000013848,2021-02-09 10:00:00,Work In Progress,L2 Support,No
ACT000000964,REQ0000013999,2021-02-28 22:00:00,Work In Progress,L1 Support,No
ACT000000965,REQ0000013999,2021-03-01 07:00:00,Reopened,L2 Support,No
ACT000000966,REQ0000013999,2021-03-01 12:00:00,Work In Progress,App Team,No
ACT000000967,REQ0000013999,2021-03-02 07:00:00,Work In Progress,L1 Support,No
ACT000000968,REQ0000013999,2021-03-02 13:00:00,Assigned to Support,App Team,No
ACT000000969,CHG0000014012,2021-02-17 06:00:00,Resolved,App Team,No
ACT000000970,CHG0000014012,2021-02-17 10:00:00,Work In Progress,L1 Support,No
ACT000000971,CHG0000014012,2021-02-17 16:00:00,Waiting for User,L1 Support,No
ACT000000972,CHG0000014012,2021-02-18 15:00:00,Ticket Created,App Team,No
ACT000000973,CHG0000014012,2021-02-19 03:00:00,Assigned to Support,L3 Support,No
ACT000000974,REQ0000014192,2021-02-08 12:00:00,Ticket Created,L3 Support,No
ACT000000975,REQ0000014192,2021-02-08 21:00:00,Waiting for Vendor,L3 Support,Yes
ACT000000976,REQ0000014192,2021-02-09 03:00:00,Work In Progress,L1 Support,No
ACT000000977,REQ0000014192,2021-02-09 23:00:00,Work In Progress,L2 Support,No
ACT000000978,PRB0000014235,2021-02-06 21:00:00,Ticket Created,L1 Support,No
ACT000000979,PRB0000014235,2021-02-07 03:00:00,Resolved,L3 Support,No
ACT000000980,REQ0000014283,2021-02-04 03:00:00,Work In Progress,L1 Support,No
ACT000000981,REQ0000014283,2021-02-04 14:00:00,Assigned to Support,App Team,No
ACT000000982,REQ0000014283,2021-02-04 23:00:00,Assigned to Support,Vendor,Yes
ACT000000983,INC0000014331,2021-02-05 07:00:00,Ticket Created,L1 Support,No
ACT000000984,INC0000014331,2021-02-05 19:00:00,Work In Progress,App Team,No
ACT000000985,INC0000014331,2021-02-06 17:00:00,Ticket Created,Network Team,No
ACT000000986,CHG0000014369,2021-02-01 10:00:00,Ticket Created,App Team,No
ACT000000987,CHG0000014369,2021-02-01 15:00:00,Assigned to Support,L1 Support,No
ACT000000988,CHG0000014369,2021-02-01 22:00:00,Waiting for User,Vendor,Yes
ACT000000989,CHG0000014369,2021-02-02 15:00:00,Waiting for User,Network Team,No
ACT000000990,PRB0000014417,2021-02-22 12:00:00,Resolved,App Team,No
ACT000000991,PRB0000014417,2021-02-22 21:00:00,Waiting for User,Vendor,No
ACT000000992,CHG0000014463,2021-02-17 07:00:00,Waiting for Vendor,L3 Support,No
ACT000000993,CHG0000014463,2021-02-17 22:00:00,Waiting for User,Network Team,No
ACT000000994,CHG0000014463,2021-02-18 02:00:00,Assigned to Support,Network Team,No
ACT000000995,CHG0000014537,2021-02-03 01:00:00,Ticket Created,L3 Support,No
ACT000000996,CHG0000014537,2021-02-03 17:00:00,Assigned to Support,Vendor,No
ACT000000997,INC0000014575,2021-02-22 02:00:00,Assigned to Support,L1 Support,No
ACT000000998,INC0000014575,2021-02-22 16:00:00,Assigned to Support,L3 Support,No
ACT000000999,CHG0000014613,2021-02-12 17:00:00,Waiting for Vendor,Network Team,No
ACT000001000,CHG0000014613,2021-02-13 10:00:00,Work In Progress,App Team,No
ACT000001001,INC0000014688,2021-02-09 19:00:00,Ticket Created,L3 Support,No
ACT000001002,INC0000014688,2021-02-10 12:00:00,Resolved,L3 Support,No
ACT000001003,INC0000014688,2021-02-11 11:00:00,Ticket Created,Vendor,No
ACT000001004,INC0000014688,2021-02-12 00:00:00,Ticket Created,L3 Support,No
ACT000001005,INC0000014688,2021-02-12 08:00:00,Assigned to Support,Vendor,No
ACT000001006,INC0000014817,2021-02-02 17:00:00,Work In Progress,App Team,No
ACT000001007,INC0000014817,2021-02-03 01:00:00,Waiting for Vendor,L3 Support,No
ACT000001008,INC0000014817,2021-02-03 07:00:00,Resolved,App Team,No
ACT000001009,CHG0000014895,2021-02-25 10:00:00,Ticket Created,App Team,No
ACT000001010,CHG0000014895,2021-02-25 12:00:00,Assigned to Support,L1 Support,No
ACT000001011,CHG0000014895,2021-02-25 20:00:00,Work In Progress,Network Team,No
ACT000001012,INC0000014911,2021-02-12 12:00:00,Waiting for User,App Team,No
ACT000001013,INC0000014911,2021-02-13 10:00:00,Waiting for User,L2 Support,No
ACT000001014,INC0000014911,2021-02-13 20:00:00,Work In Progress,Vendor,No
ACT000001015,PRB0000014912,2021-03-01 04:00:00,Waiting for Vendor,App Team,No
ACT000001016,PRB0000014912,2021-03-01 20:00:00,Waiting for User,L3 Support,No
ACT000001017,PRB0000014912,2021-03-02 19:00:00,Assigned to Support,Network Team,No
ACT000001018,PRB0000014912,2021-03-03 00:00:00,Work In Progress,L2 Support,No
ACT000001019,CHG0000014975,2021-02-16 07:00:00,Resolved,L3 Support,No
ACT000001020,CHG0000014975,2021-02-16 16:00:00,Resolved,App Team,No
ACT000001021,CHG0000014985,2021-02-27 03:00:00,Assigned to Support,Vendor,No
ACT000001022,CHG0000014985,2021-02-27 20:00:00,Resolved,Vendor,No
ACT000001023,REQ0000015110,2021-02-26 04:00:00,Ticket Created,L2 Support,No
ACT000001024,REQ0000015110,2021-02-26 17:00:00,Work In Progress,L1 Support,No
ACT000001025,REQ0000015110,2021-02-27 11:00:00,Waiting for Vendor,L2 Support,No
ACT000001026,REQ0000015110,2021-02-28 09:00:00,Work In Progress,App Team,No
ACT000001027,PRB0000015176,2021-02-05 04:00:00,Assigned to Support,L3 Support,No
ACT000001028,PRB0000015176,2021-02-05 19:00:00,Work In Progress,L3 Support,No
ACT000001029,PRB0000015176,2021-02-06 16:00:00,Resolved,App Team,No
ACT000001030,PRB0000015176,2021-02-07 09:00:00,Resolved,Network Team,No
ACT000001031,PRB0000015176,2021-02-07 12:00:00,Ticket Created,Vendor,No
ACT000001032,INC0000015181,2021-02-12 10:00:00,Ticket Created,Vendor,No
ACT000001033,INC0000015181,2021-02-13 09:00:00,Work In Progress,L3 Support,No
ACT000001034,PRB0000015185,2021-02-21 05:00:00,Work In Progress,L1 Support,No
ACT000001035,PRB0000015185,2021-02-21 10:00:00,Work In Progress,L1 Support,No
ACT000001036,PRB0000015185,2021-02-22 01:00:00,Assigned to Support,App Team,No
ACT000001037,PRB0000015185,2021-02-22 09:00:00,Assigned to Support,Vendor,No
ACT000001038,PRB0000015185,2021-02-23 00:00:00,Closed,Vendor,No
ACT000001039,PRB0000015225,2021-02-27 11:00:00,Resolved,L1 Support,Yes
ACT000001040,PRB0000015225,2021-02-27 16:00:00,Waiting for User,Vendor,Yes
ACT000001041,PRB0000015225,2021-02-28 10:00:00,Work In Progress,L3 Support,No
ACT000001042,CHG0000015400,2021-02-24 17:00:00,Work In Progress,L3 Support,No
ACT000001043,CHG0000015400,2021-02-25 13:00:00,Resolved,Network Team,No
ACT000001044,REQ0000015422,2021-02-16 04:00:00,Closed,App Team,No
ACT000001045,REQ0000015422,2021-02-16 20:00:00,Work In Progress,L1 Support,Yes
ACT000001046,REQ0000015469,2021-02-21 10:00:00,Work In Progress,Network Team,No
ACT000001047,REQ0000015469,2021-02-22 03:00:00,Work In Progress,L2 Support,Yes
ACT000001048,REQ0000015497,2021-02-28 20:00:00,Waiting for Vendor,L1 Support,No
ACT000001049,REQ0000015497,2021-03-01 09:00:00,Work In Progress,Network Team,No
ACT000001050,INC0000015612,2021-02-27 04:00:00,Ticket Created,Vendor,No
ACT000001051,INC0000015612,2021-02-27 12:00:00,Ticket Created,App Team,No
ACT000001052,INC0000015612,2021-02-27 18:00:00,Assigned to Support,Vendor,Yes
ACT000001053,INC0000015612,2021-02-27 22:00:00,Waiting for User,Network Team,No
ACT000001054,INC0000015612,2021-02-28 14:00:00,Work In Progress,L1 Support,No
ACT000001055,REQ0000015769,2021-02-05 02:00:00,Work In Progress,L2 Support,No
ACT000001056,REQ0000015769,2021-02-05 16:00:00,Assigned to Support,L1 Support,No
ACT000001057,REQ0000015769,2021-02-06 09:00:00,Resolved,Network Team,No
ACT000001058,REQ0000015769,2021-02-07 01:00:00,Work In Progress,Vendor,No
ACT000001059,REQ0000015783,2021-02-27 17:00:00,Ticket Created,L2 Support,No
ACT000001060,REQ0000015783,2021-02-28 00:00:00,Work In Progress,Network Team,No
ACT000001061,REQ0000015783,2021-02-28 03:00:00,Work In Progress,L1 Support,No
ACT000001062,REQ0000015783,2021-02-28 22:00:00,Closed,L3 Support,No
ACT000001063,CHG0000015904,2021-02-21 21:00:00,Work In Progress,L2 Support,No
ACT000001064,CHG0000015904,2021-02-22 10:00:00,Waiting for User,L1 Support,No
ACT000001065,CHG0000015904,2021-02-23 00:00:00,Waiting for Vendor,L3 Support,No
ACT000001066,CHG0000015904,2021-02-23 14:00:00,Waiting for Vendor,L1 Support,No
ACT000001067,CHG0000016021,2021-02-27 20:00:00,Ticket Created,Network Team,No
ACT000001068,CHG0000016021,2021-02-28 05:00:00,Reopened,Network Team,No
ACT000001069,CHG0000016176,2021-02-17 01:00:00,Waiting for Vendor,L3 Support,No
ACT000001070,CHG0000016176,2021-02-17 23:00:00,Ticket Created,L3 Support,No
ACT000001071,CHG0000016176,2021-02-18 00:00:00,Waiting for Vendor,App Team,No
ACT000001072,CHG0000016462,2021-02-22 12:00:00,Assigned to Support,Vendor,No
ACT000001073,CHG0000016462,2021-02-23 04:00:00,Waiting for User,L2 Support,No
ACT000001074,INC0000016508,2021-02-14 18:00:00,Work In Progress,Vendor,No
ACT000001075,INC0000016508,2021-02-15 03:00:00,Work In Progress,Network Team,No
ACT000001076,CHG0000016526,2021-02-22 02:00:00,Ticket Created,Vendor,No
ACT000001077,CHG0000016526,2021-02-22 14:00:00,Waiting for User,App Team,No
ACT000001078,CHG0000016526,2021-02-22 17:00:00,Waiting for Vendor,Vendor,No
ACT000001079,CHG0000016526,2021-02-23 16:00:00,Waiting for User,Vendor,No
ACT000001080,CHG0000016626,2021-02-27 01:00:00,Work In Progress,Vendor,No
ACT000001081,CHG0000016626,2021-02-27 14:00:00,Ticket Created,L3 Support,No
ACT000001082,CHG0000016626,2021-02-28 05:00:00,Waiting for User,L2 Support,No
ACT000001083,CHG0000016626,2021-02-28 17:00:00,Assigned to Support,Network Team,No
ACT000001084,REQ0000016640,2021-02-08 10:00:00,Resolved,Vendor,No
ACT000001085,REQ0000016640,2021-02-08 15:00:00,Waiting for Vendor,Network Team,No
ACT000001086,PRB0000016641,2021-02-11 13:00:00,Work In Progress,Vendor,No
ACT000001087,PRB0000016641,2021-02-11 16:00:00,Waiting for User,L3 Support,Yes
ACT000001088,PRB0000016641,2021-02-12 01:00:00,Waiting for User,App Team,No
ACT000001089,PRB0000016641,2021-02-12 05:00:00,Waiting for Vendor,App Team,No
ACT000001090,PRB0000016641,2021-02-12 10:00:00,Waiting for User,L3 Support,No
ACT000001091,CHG0000016645,2021-02-26 22:00:00,Waiting for User,App Team,No
ACT000001092,CHG0000016645,2021-02-27 18:00:00,Assigned to Support,App Team,No
ACT000001093,CHG0000016645,2021-02-28 01:00:00,Waiting for User,Network Team,No
ACT000001094,CHG0000016645,2021-02-28 20:00:00,Waiting for User,App Team,No
ACT000001095,CHG0000016645,2021-03-01 01:00:00,Waiting for User,L1 Support,No
ACT000001096,REQ0000016658,2021-02-19 18:00:00,Reopened,L2 Support,No
ACT000001097,REQ0000016658,2021-02-19 21:00:00,Waiting for Vendor,Vendor,No
ACT000001098,REQ0000016658,2021-02-19 22:00:00,Work In Progress,Network Team,No
ACT000001099,REQ0000016658,2021-02-20 09:00:00,Waiting for Vendor,App Team,No
ACT000001100,REQ0000016658,2021-02-20 13:00:00,Work In Progress,App Team,No
ACT000001101,INC0000016672,2021-02-17 17:00:00,Waiting for User,Vendor,No
ACT000001102,INC0000016672,2021-02-18 03:00:00,Work In Progress,L2 Support,No
ACT000001103,INC0000016672,2021-02-18 13:00:00,Work In Progress,App Team,No
ACT000001104,INC0000016672,2021-02-19 09:00:00,Closed,L2 Support,No
ACT000001105,PRB0000016715,2021-02-10 09:00:00,Waiting for Vendor,L3 Support,No
ACT000001106,PRB0000016715,2021-02-11 02:00:00,Assigned to Support,Network Team,No
ACT000001107,PRB0000016715,2021-02-11 10:00:00,Ticket Created,App Team,No
ACT000001108,PRB0000016715,2021-02-11 13:00:00,Reopened,App Team,No
ACT000001109,CHG0000016868,2021-02-19 21:00:00,Waiting for Vendor,L3 Support,No
ACT000001110,CHG0000016868,2021-02-20 17:00:00,Assigned to Support,L1 Support,No
ACT000001111,CHG0000016868,2021-02-21 12:00:00,Work In Progress,App Team,No
ACT000001112,INC0000016878,2021-02-06 10:00:00,Work In Progress,L2 Support,No
ACT000001113,INC0000016878,2021-02-06 23:00:00,Reopened,L2 Support,No
ACT000001114,INC0000016878,2021-02-07 12:00:00,Work In Progress,Network Team,No
ACT000001115,INC0000016878,2021-02-08 06:00:00,Resolved,L2 Support,No
ACT000001116,INC0000016878,2021-02-08 23:00:00,Ticket Created,L2 Support,No
ACT000001117,INC0000017009,2021-02-02 06:00:00,Waiting for Vendor,Network Team,Yes
ACT000001118,INC0000017009,2021-02-03 00:00:00,Ticket Created,L1 Support,No
ACT000001119,INC0000017009,2021-02-03 06:00:00,Waiting for User,App Team,No
ACT000001120,INC0000017009,2021-02-04 01:00:00,Ticket Created,App Team,No
ACT000001121,CHG0000017015,2021-02-13 04:00:00,Work In Progress,L2 Support,No
ACT000001122,CHG0000017015,2021-02-14 02:00:00,Assigned to Support,Vendor,No
ACT000001123,CHG0000017015,2021-02-14 15:00:00,Work In Progress,Vendor,No
ACT000001124,CHG0000017015,2021-02-15 08:00:00,Assigned to Support,App Team,No
ACT000001125,CHG0000017121,2021-02-04 08:00:00,Work In Progress,L3 Support,No
ACT000001126,CHG0000017121,2021-02-05 03:00:00,Ticket Created,L3 Support,Yes
ACT000001127,CHG0000017121,2021-02-06 02:00:00,Closed,L2 Support,No
ACT000001128,CHG0000017121,2021-02-06 13:00:00,Work In Progress,Vendor,No
ACT000001129,CHG0000017121,2021-02-06 18:00:00,Resolved,L3 Support,No
ACT000001130,PRB0000017150,2021-02-18 20:00:00,Resolved,Vendor,No
ACT000001131,PRB0000017150,2021-02-19 13:00:00,Assigned to Support,Vendor,No
ACT000001132,PRB0000017150,2021-02-20 09:00:00,Waiting for Vendor,Vendor,No
ACT000001133,PRB0000017150,2021-02-21 05:00:00,Assigned to Support,App Team,No
ACT000001134,CHG0000017165,2021-02-07 06:00:00,Reopened,L2 Support,No
ACT000001135,CHG0000017165,2021-02-07 10:00:00,Assigned to Support,L3 Support,No
ACT000001136,REQ0000017230,2021-02-17 02:00:00,Work In Progress,App Team,No
ACT000001137,REQ0000017230,2021-02-18 00:00:00,Ticket Created,Network Team,No
ACT000001138,REQ0000017300,2021-02-15 06:00:00,Work In Progress,L1 Support,No
