Activity_ID,Ticket_Number,Activity_Timestamp,Activity_Type,Owner_Group,Reassignment_Flag
ACT000000720,CHG0000009047,2021-03-31 04:00:00,Work In Progress,L1 Support,No
ACT000000721,CHG0000009047,2021-04-01 00:00:00,Ticket Created,L1 Support,No
ACT000000722,CHG0000009047,2021-04-01 18:00:00,Work In Progress,App Team,No
ACT000000723,CHG0000009047,2021-04-02 07:00:00,Waiting for User,Network Team,No
ACT000000724,CHG0000009066,2021-03-01 13:00:00,Work In Progress,Network Team,No
ACT000000725,CHG0000009066,2021-03-01 18:00:00,Assigned to Support,L2 Support,No
ACT000000726,CHG0000009066,2021-03-02 04:00:00,Closed,Network Team,No
ACT000000727,CHG0000009066,2021-03-03 00:00:00,Assigned to Support,L1 Support,No
ACT000000728,REQ0000009068,2021-03-19 19:00:00,Assigned to Support,Network Team,Yes
ACT000000729,REQ0000009068,2021-03-20 14:00:00,Ticket Created,L3 Support,No
ACT000000730,REQ0000009068,2021-03-20 22:00:00,Work In Progress,L3 Support,No
ACT000000731,INC0000009156,2021-03-08 06:00:00,Waiting for User,Network Team,No
ACT000000732,INC0000009156,2021-03-08 15:00:00,Waiting for Vendor,App Team,No
ACT000000733,INC0000009156,2021-03-08 22:00:00,Waiting for User,App Team,No
ACT000000734,INC0000009156,2021-03-09 07:00:00,Ticket Created,L1 Support,No
ACT000000735,PRB0000009193,2021-03-08 05:00:00,Waiting for Vendor,L2 Support,No
ACT000000736,PRB0000009193,2021-03-08 22:00:00,Closed,App Team,No
ACT000000737,PRB0000009193,2021-03-09 05:00:00,Ticket Created,App Team,No
ACT000000738,PRB0000009193,2021-03-09 21:00:00,Ticket Created,L3 Support,No
ACT000000739,PRB0000009193,2021-03-10 18:00:00,Ticket Created,L2 Support,No
ACT000000740,REQ0000009207,2021-03-13 09:00:00,Work In Progress,Network Team,No
ACT000000741,REQ0000009207,2021-03-14 07:00:00,Resolved,Network Team,No
ACT000000742,REQ0000009207,2021-03-14 12:00:00,Waiting for Vendor,L1 Support,Yes
ACT000000743,REQ0000009207,2021-03-14 21:00:00,Resolved,L3 Support,No
ACT000000744,REQ0000009220,2021-03-21 09:00:00,Resolved,L2 Support,No
ACT000000745,REQ0000009220,2021-03-21 15:00:00,Ticket Created,Vendor,No
ACT000000746,REQ0000009220,2021-03-22 04:00:00,Assigned to Support,App Team,No
ACT000000747,REQ0000009220,2021-03-23 01:00:00,Resolved,L2 Support,No
ACT000000748,REQ0000009220,2021-03-23 09:00:00,Closed,L2 Support,No
ACT000000749,CHG0000009281,2021-03-18 18:00:00,Waiting for User,L3 Support,No
ACT000000750,CHG0000009281,2021-03-19 05:00:00,Resolved,L1 Support,No
ACT000000751,CHG0000009281,2021-03-19 20:00:00,Work In Progress,Network Team,No
ACT000000752,CHG0000009281,2021-03-20 09:00:00,Ticket Created,Vendor,No
ACT000000753,REQ0000009303,2021-03-23 05:00:00,Work In Progress,L1 Support,No
ACT000000754,REQ0000009303,2021-03-23 16:00:00,Ticket Created,L1 Support,No
ACT000000755,REQ0000009303,2021-03-23 20:00:00,Work In Progress,App Team,No
ACT000000756,PRB0000009345,2021-03-13 05:00:00,Assigned to Support,L3 Support,No
ACT000000757,PRB0000009345,2021-03-13 07:00:00,Waiting for User,L1 Support,No
ACT000000758,PRB0000009345,2021-03-13 22:00:00,Ticket Created,L3 Support,No
ACT000000759,REQ0000009426,2021-03-22 13:00:00,Work In Progress,App Team,Yes
ACT000000760,REQ0000009426,2021-03-23 12:00:00,Work In Progress,L1 Support,No
ACT000000761,REQ0000009426,2021-03-23 23:00:00,Work In Progress,App Team,No
ACT000000762,REQ0000009426,2021-03-24 13:00:00,Ticket Created,Vendor,No
ACT000000763,REQ0000009426,2021-03-25 08:00:00,Waiting for User,Vendor,No
ACT000000764,PRB0000009488,2021-03-03 05:00:00,Waiting for Vendor,Vendor,No
ACT000000765,PRB0000009488,2021-03-03 06:00:00,Waiting for Vendor,Vendor,No
ACT000000766,PRB0000009488,2021-03-03 17:00:00,Resolved,Network Team,No
ACT000000767,PRB0000009488,2021-03-04 08:00:00,Work In Progress,Network Team,No
ACT000000768,REQ0000009494,2021-03-11 07:00:00,Work In Progress,L3 Support,No
ACT000000769,REQ0000009494,2021-03-12 06:00:00,Resolved,Network Team,No
ACT000000770,PRB0000009536,2021-03-14 06:00:00,Work In Progress,App Team,No
ACT000000771,PRB0000009536,2021-03-14 11:00:00,Work In Progress,App Team,No
ACT000000772,PRB0000009536,2021-03-14 18:00:00,Ticket Created,L3 Support,No
ACT000000773,PRB0000009536,2021-03-15 04:00:00,Assigned to Support,L3 Support,No
ACT000000774,PRB0000009536,2021-03-16 03:00:00,Waiting for Vendor,L2 Support,No
ACT000000775,CHG0000009619,2021-03-16 02:00:00,Waiting for Vendor,L1 Support,No
ACT000000776,CHG0000009619,2021-03-16 08:00:00,Ticket Created,L3 Support,No
ACT000000777,CHG0000009619,2021-03-16 23:00:00,Assigned to Support,L1 Support,No
ACT000000778,INC0000009692,2021-03-22 20:00:00,Assigned to Support,App Team,No
ACT000000779,INC0000009692,2021-03-23 16:00:00,Work In Progress,L1 Support,No
ACT000000780,INC0000009692,2021-03-23 23:00:00,Closed,App Team,No
ACT000000781,INC0000009740,2021-03-10 00:00:00,Ticket Created,L1 Support,No
ACT000000782,INC0000009740,2021-03-10 18:00:00,Work In Progress,L3 Support,No
ACT000000783,INC0000009740,2021-03-11 11:00:00,Ticket Created,Vendor,No
ACT000000784,INC0000009740,2021-03-11 15:00:00,Ticket Created,L1 Support,No
ACT000000785,REQ0000009819,2021-03-07 10:00:00,Work In Progress,Vendor,No
ACT000000786,REQ0000009819,2021-03-08 03:00:00,Resolved,Network Team,No
ACT000000787,REQ0000009944,2021-03-14 12:00:00,Closed,L1 Support,No
ACT000000788,REQ0000009944,2021-03-14 19:00:00,Waiting for Vendor,Network Team,No
ACT000000789,REQ0000009944,2021-03-15 04:00:00,Assigned to Support,L1 Support,No
ACT000000790,REQ0000009944,2021-03-15 17:00:00,Waiting for User,L1 Support,No
ACT000000791,REQ0000009944,2021-03-15 23:00:00,Work In Progress,App Team,No
ACT000000792,PRB0000009953,2021-03-02 14:00:00,Resolved,L2 Support,No
ACT000000793,PRB0000009953,2021-03-03 06:00:00,Ticket Created,Vendor,No
ACT000000794,PRB0000009953,2021-03-04 03:00:00,Ticket Created,App Team,No
ACT000000795,PRB0000009953,2021-03-04 22:00:00,Assigned to Support,L1 Support,No
ACT000000796,PRB0000009953,2021-03-05 06:00:00,Assigned to Support,App Team,No
ACT000000797,INC0000009972,2021-03-15 00:00:00,Work In Progress,L1 Support,No
ACT000000798,INC0000009972,2021-03-15 22:00:00,Waiting for User,L1 Support,No
ACT000000799,INC0000009972,2021-03-15 23:00:00,Assigned to Support,L3 Support,No
ACT000000800,INC0000009987,2021-03-19 08:00:00,Work In Progress,L3 Support,No
ACT000000801,INC0000009987,2021-03-20 05:00:00,Assigned to Support,L2 Support,No
ACT000000802,INC0000009987,2021-03-20 23:00:00,Resolved,Network Team,No
ACT000000803,INC0000010131,2021-03-17 09:00:00,Assigned to Support,Network Team,No
ACT000000804,INC0000010131,2021-03-17 22:00:00,Ticket Created,Vendor,No
ACT000000805,INC0000010131,2021-03-18 16:00:00,Assigned to Support,Network Team,No
ACT000000806,INC0000010131,2021-03-18 23:00:00,Resolved,L3 Support,No
ACT000000807,INC0000010131,2021-03-19 06:00:00,Work In Progress,L2 Support,No
ACT000000808,PRB0000010191,2021-03-13 17:00:00,Work In Progress,Network Team,No
ACT000000809,PRB0000010191,2021-03-14 13:00:00,Assigned to Support,L3 Support,No
ACT000000810,PRB0000010191,2021-03-15 07:00:00,Waiting for User,Vendor,No
ACT000000811,PRB0000010191,2021-03-16 05:00:00,Assigned to Support,Vendor,No
ACT000000812,PRB0000010191,2021-03-16 15:00:00,Work In Progress,Network Team,No
ACT000000813,INC0000010204,2021-03-21 06:00:00,Resolved,App Team,No
ACT000000814,INC0000010204,2021-03-22 01:00:00,Work In Progress,L1 Support,No
ACT000000815,INC0000010204,2021-03-22 02:00:00,Work In Progress,L3 Support,No
ACT000000816,INC0000010247,2021-03-11 02:00:00,Ticket Created,App Team,No
ACT000000817,INC0000010247,2021-03-11 16:00:00,Work In Progress,L1 Support,No
ACT000000818,INC0000010247,2021-03-12 06:00:00,Assigned to Support,L3 Support,No
ACT000000819,INC0000010247,2021-03-13 03:00:00,Ticket Created,Network Team,No
ACT000000820,CHG0000010299,2021-03-07 23:00:00,Work In Progress,L2 Support,No
ACT000000821,CHG0000010299,2021-03-08 02:00:00,Assigned to Support,L2 Support,No
ACT000000822,CHG0000010299,2021-03-08 21:00:00,Ticket Created,App Team,No
ACT000000823,CHG0000010299,2021-03-09 18:00:00,Waiting for User,Vendor,No
ACT000000824,PRB0000010446,2021-03-24 02:00:00,Waiting for User,Vendor,No
ACT000000825,PRB0000010446,2021-03-24 22:00:00,Ticket Created,L2 Support,No
ACT000000826,PRB0000010446,2021-03-25 14:00:00,Ticket Created,L2 Support,No
ACT000000827,PRB0000010446,2021-03-26 03:00:00,Ticket Created,L2 Support,No
ACT000000828,PRB0000010446,2021-03-26 04:00:00,Assigned to Support,L1 Support,No
ACT000000829,REQ0000010470,2021-03-22 17:00:00,Work In Progress,L2 Support,No
ACT000000830,REQ0000010470,2021-03-23 03:00:00,Assigned to Support,L2 Support,No
ACT000000831,REQ0000010470,2021-03-23 08:00:00,Assigned to Support,L2 Support,No
ACT000000832,REQ0000010470,2021-03-23 11:00:00,Assigned to Support,Vendor,No
ACT000000833,REQ0000010499,2021-03-17 11:00:00,Waiting for User,App Team,No
ACT000000834,REQ0000010499,2021-03-17 13:00:00,Assigned to Support,L3 Support,No
ACT000000835,CHG0000010659,2021-03-22 12:00:00,Work In Progress,Vendor,No
ACT000000836,CHG0000010659,2021-03-22 18:00:00,Assigned to Support,App Team,No
ACT000000837,INC0000010672,2021-03-29 14:00:00,Ticket Created,Vendor,Yes
ACT000000838,INC0000010672,2021-03-30 00:00:00,Ticket Created,Network Team,No
ACT000000839,INC0000010672,2021-03-30 21:00:00,Ticket Created,App Team,No
ACT000000840,INC0000010672,2021-03-31 10:00:00,Closed,L1 Support,Yes
ACT000000841,REQ0000010751,2021-03-25 11:00:00,Waiting for User,L3 Support,No
ACT000000842,REQ0000010751,2021-03-25 14:00:00,Waiting for User,L3 Support,Yes
ACT000000843,REQ0000010751,2021-03-25 18:00:00,Work In Progress,L1 Support,No
ACT000000844,PRB0000010804,2021-03-14 06:00:00,Assigned to Support,L1 Support,No
ACT000000845,PRB0000010804,2021-03-15 04:00:00,Assigned to Support,L2 Support,No
ACT000000846,PRB0000010804,2021-03-15 12:00:00,Resolved,Vendor,No
ACT000000847,PRB0000010804,2021-03-16 11:00:00,Resolved,Network Team,No
ACT000000848,PRB0000010846,2021-03-04 20:00:00,Ticket Created,Vendor,No
ACT000000849,PRB0000010846,2021-03-04 22:00:00,Waiting for Vendor,L2 Support,No
ACT000000850,PRB0000010846,2021-03-05 12:00:00,Waiting for Vendor,L1 Support,No
ACT000000851,PRB0000010846,2021-03-06 03:00:00,Work In Progress,L3 Support,Yes
ACT000000852,PRB0000010846,2021-03-06 14:00:00,Assigned to Support,L3 Support,No
ACT000000853,REQ0000010867,2021-03-26 19:00:00,Ticket Created,Vendor,No
ACT000000854,REQ0000010867,2021-03-26 23:00:00,Ticket Created,L1 Support,Yes
ACT000000855,CHG0000010872,2021-03-17 18:00:00,Ticket Created,Network Team,No
ACT000000856,CHG0000010872,2021-03-18 17:00:00,Waiting for User,App Team,Yes
ACT000000857,REQ0000010918,2021-03-07 14:00:00,Closed,Vendor,No
ACT000000858,REQ0000010918,2021-03-08 08:00:00,Waiting for User,Vendor,No
ACT000000859,REQ0000010992,2021-03-21 10:00:00,Waiting for Vendor,App Team,No
ACT000000860,REQ0000010992,2021-03-21 16:00:00,Resolved,Vendor,No
ACT000000861,REQ0000010992,2021-03-21 23:00:00,Waiting for Vendor,L3 Support,No
ACT000000862,REQ0000011027,2021-03-17 23:00:00,Resolved,L1 Support,No
ACT000000863,REQ0000011027,2021-03-18 15:00:00,Work In Progress,L1 Support,No
ACT000000864,REQ0000011027,2021-03-19 08:00:00,Waiting for User,Network Team,No
ACT000000865,REQ0000011027,2021-03-19 16:00:00,Assigned to Support,L1 Support,No
ACT000000866,INC0000011129,2021-03-15 02:00:00,Waiting for User,Network Team,No
ACT000000867,INC0000011129,2021-03-15 06:00:00,Closed,App Team,No
ACT000000868,INC0000011129,2021-03-15 17:00:00,Waiting for User,L2 Support,No
ACT000000869,PRB0000011170,2021-03-05 15:00:00,Assigned to Support,L2 Support,No
ACT000000870,PRB0000011170,2021-03-06 13:00:00,Work In Progress,L2 Support,No
ACT000000871,PRB0000011170,2021-03-07 05:00:00,Waiting for Vendor,Network Team,No
ACT000000872,PRB0000011170,2021-03-08 01:00:00,Assigned to Support,L1 Support,No
ACT000000873,REQ0000011194,2021-03-16 15:00:00,Work In Progress,L1 Support,No
ACT000000874,REQ0000011194,2021-03-17 06:00:00,Work In Progress,L1 Support,No
ACT000000875,REQ0000011194,2021-03-17 23:00:00,Waiting for User,App Team,No
ACT000000876,REQ0000011194,2021-03-18 12:00:00,Waiting for Vendor,L3 Support,No
ACT000000877,REQ0000011194,2021-03-18 14:00:00,Ticket Created,L1 Support,No
ACT000000878,INC0000011210,2021-03-11 01:00:00,Waiting for User,Network Team,No
ACT000000879,INC0000011210,2021-03-11 18:00:00,Work In Progress,L1 Support,No
ACT000000880,INC0000011210,2021-03-12 06:00:00,Work In Progress,App Team,No
ACT000000881,INC0000011210,2021-03-12 15:00:00,Assigned to Support,L3 Support,No
ACT000000882,PRB0000011254,2021-03-20 22:00:00,Assigned to Support,L1 Support,No
ACT000000883,PRB0000011254,2021-03-21 18:00:00,Assigned to Support,Network Team,No
ACT000000884,PRB0000011254,2021-03-22 00:00:00,Closed,App Team,No
ACT000000885,PRB0000011254,2021-03-22 20:00:00,Work In Progress,Network Team,No
ACT000000886,CHG0000011272,2021-03-13 06:00:00,Work In Progress,L1 Support,No
ACT000000887,CHG0000011272,2021-03-13 21:00:00,Waiting for User,Network Team,No
ACT000000888,INC0000011326,2021-03-16 00:00:00,Work In Progress,L3 Support,No
ACT000000889,INC0000011326,2021-03-16 13:00:00,Assigned to Support,L3 Support,No
ACT000000890,INC0000011326,2021-03-16 19:00:00,Waiting for Vendor,L1 Support,No
ACT000000891,INC0000011326,2021-03-17 07:00:00,Waiting for User,L1 Support,No
ACT000000892,INC0000011326,2021-03-17 20:00:00,Reopened,L1 Support,No
ACT000000893,CHG0000011403,2021-03-30 18:00:00,Ticket Created,App Team,No
ACT000000894,CHG0000011403,2021-03-31 05:00:00,Work In Progress,L2 Support,No
ACT000000895,CHG0000011403,2021-03-31 23:00:00,Work In Progress,L1 Support,No
ACT000000896,CHG0000011411,2021-03-29 04:00:00,Assigned to Support,L2 Support,No
ACT000000897,CHG0000011411,2021-03-30 02:00:00,Assigned to Support,L2 Support,No
ACT000000898,REQ0000011420,2021-03-18 17:00:00,Ticket Created,L1 Support,No
ACT000000899,REQ0000011420,2021-03-19 05:00:00,Assigned to Support,App Team,No
ACT000000900,REQ0000011420,2021-03-19 09:00:00,Ticket Created,App Team,No
ACT000000901,REQ0000011420,2021-03-20 07:00:00,Assigned to Support,L3 Support,No
ACT000000902,REQ0000011420,2021-03-21 03:00:00,Ticket Created,Vendor,No
ACT000000903,INC0000011453,2021-03-24 14:00:00,Work In Progress,Network Team,No
ACT000000904,INC0000011453,2021-03-25 09:00:00,Reopened,L2 Support,No
ACT000000905,INC0000011453,2021-03-26 02:00:00,Waiting for User,L1 Support,No
ACT000000906,INC0000011453,2021-03-26 11:00:00,Waiting for User,Network Team,No
ACT000000907,INC0000011453,2021-03-26 12:00:00,Resolved,L3 Support,No
ACT000000908,REQ0000011457,2021-03-27 13:00:00,Assigned to Support,App Team,Yes
ACT000000909,REQ0000011457,2021-03-27 14:00:00,Work In Progress,App Team,No
ACT000000910,REQ0000011457,2021-03-28 07:00:00,Resolved,L3 Support,No
ACT000000911,REQ0000011457,2021-03-29 04:00:00,Waiting for Vendor,Vendor,No
ACT000000912,REQ0000011457,2021-03-29 18:00:00,Assigned to Support,App Team,No
ACT000000913,PRB0000011527,2021-03-26 03:00:00,Work In Progress,Vendor,No
ACT000000914,PRB0000011527,2021-03-26 20:00:00,Assigned to Support,Network Team,No
ACT000000915,PRB0000011582,2021-03-09 01:00:00,Ticket Created,Network Team,No
ACT000000916,PRB0000011582,2021-03-09 07:00:00,Waiting for Vendor,L2 Support,No
ACT000000917,PRB0000011582,2021-03-09 12:00:00,Assigned to Support,Network Team,No
ACT000000918,PRB0000011582,2021-03-10 05:00:00,Work In Progress,App Team,No
ACT000000919,PRB0000011654,2021-03-02 16:00:00,Resolved,Network Team,No
ACT000000920,PRB0000011654,2021-03-02 20:00:00,Resolved,Network Team,No
ACT000000921,PRB0000011654,2021-03-03 13:00:00,Assigned to Support,L1 Support,No
ACT000000922,PRB0000011654,2021-03-04 06:00:00,Assigned to Support,Vendor,No
ACT000000923,INC0000011785,2021-03-01 20:00:00,Waiting for User,Network Team,No
ACT000000924,INC0000011785,2021-03-02 06:00:00,Assigned to Support,L3 Support,No
ACT000000925,INC0000011785,2021-03-02 07:00:00,Resolved,App Team,No
ACT000000926,CHG0000011974,2021-03-03 21:00:00,Waiting for Vendor,L3 Support,No
ACT000000927,CHG0000011974,2021-03-04 00:00:00,Closed,Vendor,No
ACT000000928,PRB0000012257,2021-03-17 12:00:00,Assigned to Support,L2 Support,No
ACT000000929,PRB0000012257,2021-03-17 21:00:00,Assigned to Support,App Team,Yes
ACT000000930,PRB0000012257,2021-03-18 11:00:00,Waiting for Vendor,L3 Support,No
ACT000000931,PRB0000012257,2021-03-19 01:00:00,Work In Progress,L2 Support,No
ACT000000932,PRB0000012257,2021-03-19 23:00:00,Resolved,Vendor,No
ACT000000933,INC0000012409,2021-03-01 18:00:00,Ticket Created,L2 Support,Yes
ACT000000934,INC0000012409,2021-03-02 10:00:00,Work In Progress,L2 Support,No
ACT000000935,INC0000012409,2021-03-03 05:00:00,Resolved,Vendor,Yes
ACT000000936,REQ0000012433,2021-03-03 06:00:00,Waiting for User,L3 Support,No
ACT000000937,REQ0000012433,2021-03-03 18:00:00,Work In Progress,L1 Support,No
ACT000000938,PRB0000012436,2021-03-03 00:00:00,Assigned to Support,Vendor,No
ACT000000939,PRB0000012436,2021-03-03 22:00:00,Waiting for Vendor,L2 Support,No
ACT000000940,PRB0000012500,2021-03-19 16:00:00,Ticket Created,L3 Support,No
ACT000000941,PRB0000012500,2021-03-20 06:00:00,Work In Progress,L1 Support,No
ACT000000942,PRB0000012545,2021-03-03 11:00:00,Waiting for User,Network Team,No
ACT000000943,PRB0000012545,2021-03-04 10:00:00,Assigned to Support,Network Team,No
ACT000000944,PRB0000012556,2021-03-09 14:00:00,Work In Progress,App Team,No
ACT000000945,PRB0000012556,2021-03-09 19:00:00,Resolved,L2 Support,Yes
ACT000000946,PRB0000012556,2021-03-09 23:00:00,Assigned to Support,Network Team,No
ACT000000947,PRB0000012556,2021-03-10 22:00:00,Ticket Created,Vendor,No
ACT000000948,CHG0000012658,2021-03-17 09:00:00,Waiting for User,L3 Support,No
ACT000000949,CHG0000012658,2021-03-18 00:00:00,Ticket Created,L3 Support,No
ACT000000950,CHG0000012658,2021-03-18 07:00:00,Work In Progress,Network Team,No
ACT000000951,CHG0000012658,2021-03-18 18:00:00,Waiting for Vendor,Network Team,No
ACT000000952,CHG0000012658,2021-03-18 22:00:00,Closed,L2 Support,No
ACT000000953,PRB0000012751,2021-03-21 02:00:00,Work In Progress,Vendor,No
ACT000000954,PRB0000012751,2021-03-21 14:00:00,Waiting for Vendor,L3 Support,No
ACT000000955,PRB0000012751,2021-03-21 18:00:00,Work In Progress,L2 Support,No
ACT000000956,PRB0000012751,2021-03-22 15:00:00,Waiting for User,L1 Support,No
ACT000000957,CHG0000012860,2021-03-12 16:00:00,Waiting for User,Network Team,Yes
ACT000000958,CHG0000012860,2021-03-13 00:00:00,Assigned to Support,L3 Support,No
ACT000000959,CHG0000012860,2021-03-13 22:00:00,Work In Progress,Network Team,No
ACT000000960,CHG0000012860,2021-03-14 19:00:00,Work In Progress,Vendor,No
ACT000000961,CHG0000012860,2021-03-15 05:00:00,Assigned to Support,L2 Support,No
ACT000000962,PRB0000012907,2021-03-27 11:00:00,Work In Progress,L2 Support,No
ACT000000963,PRB0000012907,2021-03-27 21:00:00,Assigned to Support,App Team,No
ACT000000964,PRB0000012907,2021-03-28 04:00:00,Ticket Created,Network Team,No
ACT000000965,PRB0000012907,2021-03-29 00:00:00,Waiting for User,L2 Support,No
ACT000000966,PRB0000012907,2021-03-29 07:00:00,Assigned to Support,Vendor,No
ACT000000967,REQ0000013006,2021-03-14 12:00:00,Resolved,L2 Support,No
ACT000000968,REQ0000013006,2021-03-15 06:00:00,Waiting for Vendor,L2 Support,No
ACT000000969,REQ0000013006,2021-03-15 11:00:00,Waiting for User,L3 Support,No
ACT000000970,REQ0000013006,2021-03-16 10:00:00,Closed,Vendor,No
ACT000000971,REQ0000013006,2021-03-17 09:00:00,Work In Progress,L1 Support,No
ACT000000972,REQ0000013019,2021-03-11 22:00:00,Ticket Created,App Team,No
ACT000000973,REQ0000013019,2021-03-12 03:00:00,Ticket Created,Network Team,Yes
ACT000000974,REQ0000013019,2021-03-12 05:00:00,Waiting for User,L1 Support,No
ACT000000975,REQ0000013092,2021-03-31 10:00:00,Assigned to Support,Network Team,No
ACT000000976,REQ0000013092,2021-03-31 22:00:00,Assigned to Support,L1 Support,Yes
ACT000000977,REQ0000013092,2021-04-01 18:00:00,Resolved,L1 Support,Yes
ACT000000978,REQ0000013092,2021-04-01 23:00:00,Ticket Created,L1 Support,No
ACT000000979,INC0000013103,2021-03-08 02:00:00,Waiting for User,Network Team,No
ACT000000980,INC0000013103,2021-03-08 10:00:00,Work In Progress,Vendor,No
ACT000000981,INC0000013103,2021-03-08 20:00:00,Assigned to Support,App Team,No
ACT000000982,INC0000013135,2021-03-02 21:00:00,Work In Progress,Network Team,No
ACT000000983,INC0000013135,2021-03-03 04:00:00,Assigned to Support,App Team,No
ACT000000984,INC0000013135,2021-03-03 09:00:00,Work In Progress,L2 Support,No
ACT000000985,INC0000013135,2021-03-03 16:00:00,Resolved,App Team,No
ACT000000986,INC0000013135,2021-03-04 00:00:00,Assigned to Support,L2 Support,No
ACT000000987,INC0000013170,2021-03-06 12:00:00,Waiting for User,L3 Support,Yes
ACT000000988,INC0000013170,2021-03-06 20:00:00,Work In Progress,L3 Support,No
ACT000000989,INC0000013170,2021-03-07 14:00:00,Resolved,L3 Support,No
ACT000000990,CHG0000013187,2021-03-18 11:00:00,Ticket Created,Network Team,No
ACT000000991,CHG0000013187,2021-03-18 12:00:00,Ticket Created,L1 Support,Yes
ACT000000992,CHG0000013215,2021-03-18 11:00:00,Waiting for Vendor,L2 Support,No
ACT000000993,CHG0000013215,2021-03-18 18:00:00,Assigned to Support,App Team,No
ACT000000994,CHG0000013215,2021-03-19 06:00:00,Assigned to Support,Network Team,No
ACT000000995,CHG0000013215,2021-03-19 19:00:00,Work In Progress,L3 Support,No
ACT000000996,CHG0000013215,2021-03-19 23:00:00,Work In Progress,App Team,No
ACT000000997,INC0000013295,2021-03-21 15:00:00,Waiting for Vendor,Vendor,No
ACT000000998,INC0000013295,2021-03-21 17:00:00,Waiting for Vendor,L3 Support,No
ACT000000999,REQ0000013305,2021-03-20 11:00:00,Work In Progress,L2 Support,No
ACT000001000,REQ0000013305,2021-03-21 00:00:00,Assigned to Support,Network Team,No
ACT000001001,REQ0000013305,2021-03-21 20:00:00,Resolved,Vendor,No
ACT000001002,INC0000013344,2021-03-24 09:00:00,Waiting for User,Vendor,No
ACT000001003,INC0000013344,2021-03-24 11:00:00,Assigned to Support,L3 Support,No
ACT000001004,INC0000013344,2021-03-25 04:00:00,Resolved,Vendor,No
ACT000001005,CHG0000013361,2021-03-20 09:00:00,Ticket Created,Network Team,No
ACT000001006,CHG0000013361,2021-03-20 20:00:00,Work In Progress,L3 Support,No
ACT000001007,CHG0000013361,2021-03-21 03:00:00,Assigned to Support,Vendor,Yes
ACT000001008,CHG0000013361,2021-03-21 09:00:00,Waiting for Vendor,Vendor,No
ACT000001009,CHG0000013472,2021-03-27 18:00:00,Ticket Created,Network Team,No
ACT000001010,CHG0000013472,2021-03-28 04:00:00,Waiting for User,L1 Support,No
ACT000001011,CHG0000013472,2021-03-29 00:00:00,Assigned to Support,L3 Support,No
ACT000001012,CHG0000013472,2021-03-29 18:00:00,Reopened,L1 Support,No
ACT000001013,PRB0000013561,2021-03-24 07:00:00,Work In Progress,Vendor,No
ACT000001014,PRB0000013561,2021-03-24 22:00:00,Waiting for User,L3 Support,No
ACT000001015,CHG0000013725,2021-03-19 01:00:00,Work In Progress,L1 Support,No
ACT000001016,CHG0000013725,2021-03-19 11:00:00,Waiting for User,L1 Support,No
ACT000001017,CHG0000013725,2021-03-20 01:00:00,Work In Progress,Vendor,No
ACT000001018,CHG0000013725,2021-03-20 14:00:00,Resolved,L1 Support,No
ACT000001019,CHG0000013725,2021-03-21 05:00:00,Work In Progress,L1 Support,No
ACT000001020,REQ0000013832,2021-03-14 05:00:00,Resolved,Network Team,No
ACT000001021,REQ0000013832,2021-03-14 08:00:00,Assigned to Support,App Team,No
ACT000001022,REQ0000013832,2021-03-14 16:00:00,Waiting for User,L3 Support,No
ACT000001023,REQ0000013832,2021-03-15 01:00:00,Waiting for Vendor,L2 Support,No
ACT000001024,REQ0000013832,2021-03-15 04:00:00,Closed,Network Team,No
ACT000001025,INC0000013900,2021-03-18 13:00:00,Work In Progress,L3 Support,No
ACT000001026,INC0000013900,2021-03-19 03:00:00,Work In Progress,L3 Support,No
ACT000001027,INC0000013900,2021-03-19 16:00:00,Work In Progress,L3 Support,No
ACT000001028,INC0000013904,2021-03-30 00:00:00,Assigned to Support,L1 Support,No
ACT000001029,INC0000013904,2021-03-30 20:00:00,Waiting for Vendor,L1 Support,No
ACT000001030,INC0000013904,2021-03-31 10:00:00,Work In Progress,L3 Support,No
ACT000001031,INC0000013904,2021-04-01 08:00:00,Work In Progress,Network Team,No
ACT000001032,INC0000013910,2021-03-14 21:00:00,Waiting for Vendor,L2 Support,Yes
ACT000001033,INC0000013910,2021-03-15 04:00:00,Waiting for User,Network Team,No
ACT000001034,INC0000013910,2021-03-15 11:00:00,Work In Progress,L1 Support,Yes
ACT000001035,PRB0000013932,2021-03-26 03:00:00,Waiting for User,App Team,No
ACT000001036,PRB0000013932,2021-03-26 21:00:00,Work In Progress,L3 Support,No
ACT000001037,CHG0000013961,2021-03-22 01:00:00,Assigned to Support,Vendor,No
ACT000001038,CHG0000013961,2021-03-22 19:00:00,Ticket Created,L1 Support,No
ACT000001039,CHG0000013961,2021-03-22 20:00:00,Assigned to Support,L3 Support,No
ACT000001040,CHG0000013961,2021-03-23 02:00:00,Assigned to Support,Network Team,No
ACT000001041,CHG0000013961,2021-03-23 20:00:00,Waiting for User,L2 Support,No
ACT000001042,REQ0000013964,2021-03-26 10:00:00,Waiting for User,L2 Support,No
ACT000001043,REQ0000013964,2021-03-26 11:00:00,Ticket Created,Vendor,No
ACT000001044,REQ0000013964,2021-03-26 17:00:00,Waiting for User,L1 Support,No
ACT000001045,REQ0000013964,2021-03-27 16:00:00,Resolved,L2 Support,No
ACT000001046,REQ0000013964,2021-03-28 10:00:00,Assigned to Support,L2 Support,No
ACT000001047,REQ0000014056,2021-03-01 21:00:00,Assigned to Support,Network Team,Yes
